SaleID,price
150000,45040.0
150001,330.94797687861274
150002,5890.420765027322
150003,10016.85294117647
150004,604.4722222222222
150005,1572.251256281407
150006,4706.086614173229
150007,10133.333333333334
150008,3650.417910447761
150009,2106.23
150010,1800.840909090909
150011,6772.621212121212
150012,1943.1785714285713
150013,11981.5
150014,11962.380434782608
150015,373.98581560283685
150016,551.4361233480176
150017,6343.48
150018,9973.4
150019,1315.6627078384797
150020,5271.428571428572
150021,11134.377551020409
150022,1579.4065040650407
150023,15012.024193548386
150024,1550.2121212121212
150025,6066.556179775281
150026,1485.6499282639886
150027,3112.8096385542167
150028,23950.0
150029,16582.98305084746
150030,1552.0666666666666
150031,343.34193548387094
150032,4171.315789473684
150033,3537.6577181208054
150034,3587.268292682927
150035,7045.102040816327
150036,1307.12109375
150037,3965.25
150038,26212.914285714287
150039,1196.8260869565217
150040,11746.666666666666
150041,3462.5425531914893
150042,14255.0
150043,25392.24
150044,8313.685483870968
150045,2106.23
150046,2968.121495327103
150047,46950.0
150048,1099.3136094674555
150049,28433.333333333332
150050,5441.933333333333
150051,9268.931972789116
150052,937.3197026022304
150053,611.2264150943396
150054,12896.666666666666
150055,3524.720930232558
150056,935.8644067796611
150057,3286.5185185185187
150058,1036.817945383615
150059,2434.3333333333335
150060,9336.88
150061,3112.8096385542167
150062,1036.817945383615
150063,11900.0
150064,18284.0
150065,7983.0
150066,12548.174603174602
150067,3411.6875
150068,897.4607843137255
150069,3332.6326530612246
150070,1928.601212121212
150071,604.4722222222222
150072,906.9084380610412
150073,22931.702127659573
150074,277.3939393939394
150075,1099.3136094674555
150076,2983.3467600700524
150077,8649.277286135693
150078,3330.3137254901962
150079,3869.6181818181817
150080,2804.313953488372
150081,7249.5
150082,14715.75
150083,407.59277108433736
150084,3537.6577181208054
150085,3537.6577181208054
150086,36379.57142857143
150087,291.0314285714286
150088,3370.7368421052633
150089,3796.8055555555557
150090,881.4194630872483
150091,6654.025974025974
150092,5668.765957446809
150093,764.7582631237848
150094,11593.111111111111
150095,139.6321243523316
150096,13152.846153846154
150097,9888.67816091954
150098,551.4361233480176
150099,343.34193548387094
150100,570.17
150101,4712.486187845304
150102,1579.4065040650407
150103,2983.3467600700524
150104,5249.497326203208
150105,1067.28880866426
150106,2511.315789473684
150107,604.4722222222222
150108,7301.165803108808
150109,2288.9811320754716
150110,3159.5897435897436
150111,11430.258064516129
150112,9735.818181818182
150113,1579.4065040650407
150114,1173.9336492890995
150115,2190.391304347826
150116,6237.158730158731
150117,2842.6111111111113
150118,19233.285714285714
150119,11787.5
150120,14608.29411764706
150121,1257.754716981132
150122,8095.021276595745
150123,104.24812030075188
150124,14064.0
150125,3952.321243523316
150126,2114.150662251656
150127,14927.031847133758
150128,28798.75
150129,3332.6326530612246
150130,3524.720930232558
150131,764.7582631237848
150132,2700.0
150133,7606.413249211357
150134,16695.944444444445
150135,1550.2121212121212
150136,1296.677966101695
150137,3079.967213114754
150138,7236.65625
150139,989.21875
150140,1315.6627078384797
150141,1904.3101265822784
150142,8822.993333333334
150143,5968.254385964912
150144,937.2
150145,2114.150662251656
150146,7301.165803108808
150147,1307.12109375
150148,2283.663551401869
150149,777.3863636363636
150150,3871.766666666667
150151,6842.75
150152,407.5
150153,1032.8819672131146
150154,19739.8
150155,4214.841666666666
150156,330.94797687861274
150157,5815.740740740741
150158,1215.4125
150159,11500.0
150160,48617.8
150161,906.9084380610412
150162,719.5276595744681
150163,732.5044776119403
150164,5172.618320610687
150165,3112.8096385542167
150166,5381.0625
150167,3001.8571428571427
150168,3650.417910447761
150169,1596.0
